model,scope,floor_area_ft2,average_heating_setpoint_max,hdd50f,comstock_building_type_group,wall_construction_type,hvac_combined_type,average_heating_setpoint_min,census_region_name,heating_setpoint_span_c,hvac_night_variability,year_built,comstock_building_type,average_outdoor_air_fraction,hvac_vent_type,window_to_wall_ratio,heating_fuel,aspect_ratio,hdd65f,boiler_average_efficiency,number_of_stories,floor_area_category,ashrae_iecc_climate_zone_2006,energy_code_followed_during_last_roof_replacement,hvac_system_type,floor_area_m2,energy_code_followed_during_last_hvac_replacement,hvac_heat_type,building_subtype,building_fraction_heated,operating_hours_week,weather_file_2018,cluster_id,window_type,weekday_operating_hours,cdd65f,average_window_shgc,weather_file_tmy3,energy_code_followed_during_last_walls_replacement,year_built_num,energy_code_followed_during_original_building_construction,window_to_wall_ratio_category,cambium_grid_region,hvac_category,census_division_name,county_name,hvac_cool_type,iso_rto_region,state,cluster_name,weekend_operating_hours,vintage,ownership_type,party_responsible_for_operation,purchase_input_responsibility,weekday_opening_time,weekend_opening_time,building_america_climate_zone,hours_heating_setpoint_not_met,is_missing__weekday_operating_hours,is_missing__weekend_operating_hours,is_missing__average_heating_setpoint_max,is_missing__average_heating_setpoint_min,is_missing__hdd65f,is_missing__hvac_system_type,is_missing__window_type,is_missing__weekday_operating_hours..hr,is_missing__weekend_operating_hours..hr,is_missing__average_heating_setpoint_max..c,is_missing__average_heating_setpoint_m.c,is_missing__hours_heating_setpoint_not_met
XGBoost,Mixed_Dry,0.21806065894104273,0.17006642477597614,0.12346557579268991,0.05845096150201252,0.10299327765925538,0.05359946400432295,0.17076561098851797,0.0005128963182936438,0.044045181632795756,0.044721694701157756,0.053256155893019776,0.07138005729327078,0.07721653862892003,0.08505287127809759,0.008376025349939578,0.024648877034773004,0.023520745565171104,0.07396252741767043,0.0634822276025485,0.006679256209924341,0.024605333377580082,0.0,0.0018443251410817892,0.013668841830166353,0.07796240846819391,0.02532007874514361,0.023855101338930654,0.013640218890207376,0.007515782809066873,0.008398703707469602,0.0069660067202748106,0.0171885521864193,0.011173630741673416,0.010919765037451725,0.007886393042120179,0.012726389735761711,0.007818861859396271,0.00012149614249588848,0.025101797420451606,0.011165213275740094,0.020868607953776066,0.0900951234744373,0.00599138098662381,0.00718052079365945,0.014228848241152782,0.006732811519561488,0.07030586154399879,0.006074251238691092,0.008221749003718871,0.021330293164205753,0.00889890736294357,0.004891766506506758,0.002625326151291157,0.010546215789124787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CatBoost,Mixed_Dry,0.1324318958526749,0.20854910602723398,0.06918440764092104,0.08784047508187155,0.08555073248840794,0.03865546739245438,0.1233629914175531,0.0028615942496527055,0.06113620749249795,0.04818382653577813,0.027843535760484154,0.07980818047298009,0.08209204234324631,0.054123395785935675,0.009305452201067248,0.05498922293868657,0.03677770165865728,0.06407653784159714,0.06121046766993771,0.0071668138940665545,0.020479728746371228,0.0,0.012981338193382014,0.02106674096544441,0.13995771209130742,0.02411644271782997,0.01937422164210178,0.01718309056779309,0.00591923011379666,0.017022618885364094,0.005479520468561659,0.028684497293484965,0.008735539436928154,0.019446509175222393,0.015542392247140794,0.01028433749903895,0.011179037241608373,0.012639813214787405,0.020437539653087124,0.008683825130965632,0.02767193671183579,0.07159757145470143,0.03206718916311066,0.10623621240275342,0.008847492099457361,0.004257377741592034,0.04721173700082373,0.01037695558870347,0.023217651509121508,0.014120498606527488,0.014221942956734937,0.005893599118329661,0.007964409687589264,0.010316084184939974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LightGBM,Mixed_Dry,0.23076696106789252,0.14428572437570644,0.15092031200905365,0.0726704059283464,0.10988410724585229,0.0408652177252577,0.2091763133387386,0.0,0.037273015209996437,0.04781906140917981,0.056104351252728286,0.0958202657858097,0.07486615636707034,0.0929259622921895,0.009576322110618169,0.03497877477775407,0.029715754408274817,0.06712273088848197,0.07095311630370635,0.0036356871417344613,0.021522586203697302,0.0,0.003303634972580733,0.02215287574488285,0.04841370448533151,0.02759411929806485,0.024709556408378144,0.006710337198624578,0.0,0.003511834196450251,0.004589381918077575,0.034312652016546354,0.014530524034709074,0.006321941143104802,0.012857648260252881,0.012870846432806905,0.012150306877806024,0.0015320270515637633,0.030793366809189582,0.008073825974182719,0.018936801336517525,0.11842265899991948,0.013566881001194018,0.009389897289010001,0.010382867135274861,0.012220770489264697,0.03382726515607969,0.0006353885662873288,0.014117026819673322,0.0177332106128624,0.01206816636727045,0.004426133270283744,0.005026864395907356,0.00755573351210147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacking,Mixed_Dry,1.5776183447296321,1.4406497036734447,1.4717040524260958,0.7620192974688201,0.6194840513354422,0.23644746138477632,1.9177531879374856,0.044453477842618154,0.21089130335274203,0.4669985021948815,0.1722964543366374,0.4745654213047601,0.8990257345304802,0.3909765882482264,0.0823826390423359,0.17426405688422952,0.1633661155568031,1.235104116202872,0.5760749412780518,0.07831184649786593,0.11434696420441615,0.0,0.06849293716285275,0.14964089105184375,0.7704529866509873,0.13423601962222717,0.22356703666926633,0.0908458526724643,0.07978384771457642,0.05919005023936719,0.10362939280866562,0.22637823295645076,0.08892866628242338,0.08134495540950101,0.055750364411469695,0.08805188565688284,0.11085434064760506,0.10547795780922459,0.1207142366650381,0.06973048646195351,0.10390704792273685,0.9666022241333172,0.10216122225194665,0.5790093448114624,0.05578516210311311,0.04258727171139833,0.6453558870966389,0.10349325030790935,0.1285385079996441,0.0802731251861857,0.07877347697372145,0.07979723542681003,0.04559199426384214,0.0289760660851258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGBoost,Mixed_Humid,0.27164649087955844,0.20255210344550928,0.12849002236879078,0.11509225812926917,0.09889269768895353,0.04263803395127186,0.06507449499368537,0.02090780443596233,0.0697613706298247,0.05686240202605359,0.02957587267851537,0.09837629915593417,0.10046249056426129,0.04455152393448002,0.022540573363929135,0.0642744525644619,0.03407061408609933,0.16483331314164212,0.03912088292404106,0.03815954527522553,0.019957297699504366,0.00954635857100877,0.03225910316037184,0.015548224445856252,0.10984927011418302,0.01656454714141602,0.05154205767996916,0.0183785027539099,0.0004973044657298305,0.008811171806750645,0.004713316014276772,0.012922614209657146,0.010003942470939123,0.009493695645233448,0.01092718832078028,0.0072854488062640286,0.01137639933159166,0.01670052535643465,0.0011683531161393885,0.01381967663544392,0.0037643112260691797,0.010784371358121197,0.017770039924272445,0.0027700345424456836,0.002242934917403161,0.00988976470658088,0.009060845760925453,0.00048773928396307365,0.005150529930034118,0.0012571822032756259,0.0007949139629958146,0.0004956559880487118,0.0001391311580822365,0.0002700366130002658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CatBoost,Mixed_Humid,0.19353277936804078,0.17557843631567346,0.12582380288589062,0.1658418903180436,0.1062213376482772,0.04412681601093459,0.05568994582604865,0.02841035854491813,0.0827239674212421,0.08119009049662841,0.02117102960610245,0.10435942344779009,0.09092190702918887,0.03869458645550265,0.030989332367419745,0.07306542751221187,0.03446107323945903,0.14837551078210895,0.03756122152064163,0.042840419760589846,0.02343767998967072,0.014079332346474446,0.03446512365612407,0.025487869232133115,0.1736998186954726,0.020140591009176364,0.0598140144433133,0.033356460037392364,0.0010598731411046694,0.006966104823305359,0.005765185128702245,0.016951548761678186,0.009330567043085304,0.012187746400363518,0.011030298950380527,0.0074832965645268016,0.009030912538054752,0.02082352420639368,0.0017731251916107097,0.018462542809747625,0.003485136561927909,0.011508005835458307,0.008962143343960388,0.004507135543031815,0.003600326123213859,0.01112798999001707,0.009383978359980326,0.0035051805965927853,0.007542533486282431,0.0022349451376640623,0.0012987871580639359,0.0005938208851066679,0.0008851054190506753,0.0008807215272815845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LightGBM,Mixed_Humid,0.278588535316484,0.1999565821753923,0.14324075445120255,0.14396320982248922,0.10241319755061527,0.05988065820131005,0.06735045713663783,0.016124411618583426,0.0679262953124188,0.06390068828247202,0.027835614371928944,0.0970713508253964,0.10397232980303393,0.04158988918585159,0.03502783849209296,0.0585355747725664,0.037661326551974725,0.19695356009149542,0.048053198356439536,0.045997401275665074,0.0091906628740843,0.02499433567129774,0.038150117947813436,0.024958215838480544,0.09392579224071188,0.02032381149865523,0.059673553883569146,0.02284254338587667,0.001598492744821269,0.016023075201681725,0.006714180330908264,0.014485559790979931,0.016247248160273627,0.004047070770577359,0.029131011897317625,0.00964892448141386,0.008836948528850988,0.01680660561914511,0.002981673736867779,0.01471531578438088,0.002025092139965692,0.007864701008772259,0.014838279701902733,0.0026005857176604683,0.006007457641798575,0.01443337461790488,0.005390160919704761,0.0021225999424627816,0.005076152372623474,0.002731861180891562,0.0019710840937132226,0.0013575881347828187,0.0010397471516184222,0.0006694109992200465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacking,Mixed_Humid,29.443678299192904,15.54091586624407,11.110883961155828,28.867970948742244,6.082487357626443,3.4101468157971406,4.442409032446367,1.9415060150291605,3.471964089983396,11.092116010856543,1.4131246423141284,8.209911508467414,10.23939815994783,2.826922984047107,2.618141360642381,3.3965606057701057,2.3717503737690557,18.63398760015052,1.9508144819249966,4.7492271543940525,2.829204558638682,0.6726260812695272,1.653560466967557,1.3864289306401056,19.221171404507068,0.8739944163159243,5.983552844322328,2.735734732162576,0.21567138962175325,0.7038069081779461,0.5255959898798204,0.5163910310085101,0.720771593003703,0.6417469789734835,0.5126431240415674,0.7604471579750514,0.5442220256956536,1.0036286909859973,0.4744172732057639,1.3588818647128655,0.16811544075058596,0.5490993168715073,0.6972337337412364,0.43317744067446795,0.4702078787681115,0.5568032639006951,1.3032920746857177,0.7476631957781451,0.8336835287302707,0.44510490199685726,0.4866759266397844,0.6722048868138721,0.46193709734433513,0.7129906486150371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XGBoost,Very_Cold,0.21271244749694856,0.10066119819462609,0.02678845389197569,0.08560846211476095,0.06358803393693555,0.06684444729914339,0.08383528874268238,0.038135359583057804,0.04785350091143433,0.06138691921662004,0.07652811621412164,0.0882584114401304,0.06838635925703204,0.046648534175426255,0.038221314516174464,0.04257706669348042,0.02452176795608443,0.037759165750562027,0.006524788796805909,0.01915472959094702,0.016897481230634455,0.008007530407498284,0.011442319801507103,0.009511908116164204,0.06165576876164438,0.004708268096588817,0.00981501987489635,0.005752505180635921,0.005238557806420727,0.010060026800469492,0.02257600225730267,0.004775210840323847,0.008548674554986856,0.011136215813600246,0.012926656945225577,0.00566947427360963,0.01922929153199051,6.250981890902059e-05,0.01312792970346882,0.015154169471457594,0.008647269780235512,0.009469355319147154,0.006809511438385733,0.01766842725714399,0.007802918242292174,0.00678071233225182,0.017943524074054792,0.02193098716130624,0.003680692481155348,0.008622072452951622,0.0061697566190606875,0.011024587318591616,0.00956744687182302,0.004416986673355748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CatBoost,Very_Cold,0.15980225666355533,0.08011637772043607,0.018964917795804545,0.13018085347972244,0.06297571603840649,0.0517876870590806,0.06318689869489168,0.03533534225353411,0.06364249955626766,0.05490419479456931,0.027590406049996845,0.053416556921454465,0.07500199486701832,0.0444284879022754,0.038316758901835606,0.044744343663620234,0.02859263995124092,0.022288466210671678,0.009269672973753213,0.016611434697765003,0.013984661120908747,0.01446551483118539,0.027706017391660814,0.0111702999671219,0.0890522990306168,0.008936607920792384,0.01584399944134871,0.008104963733773389,0.0068006672657322355,0.012293225969574943,0.015653737305833717,0.01696904310770225,0.010014309879384627,0.009586401575919319,0.012101363462805739,0.005227015293872547,0.01264674578388427,0.026169336137395836,0.011450356071401317,0.008995724963493197,0.004219167741199834,0.011841398695338847,0.01525148005145271,0.015145062474198799,0.007766878202152266,0.005293841070575432,0.036432656058668626,0.012523348640613016,0.0036986740248137638,0.009939139398592258,0.005188250951079882,0.009287029474031473,0.005873941946592326,0.003284380970614915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LightGBM,Very_Cold,0.229295010222281,0.10352124297864139,0.02525588738214792,0.09650876371977193,0.060454517479573845,0.07114296173015557,0.06970247744673697,0.048725772133783374,0.0734170847872239,0.06400669332358168,0.08130129331734516,0.09558563307124456,0.05762559473630689,0.05749955340341905,0.04453214184035793,0.039325095500436266,0.022988740662174146,0.03453057480931138,0.008424941020146334,0.01772962994892315,0.018041684528525948,0.004496165079750117,0.024658650361781307,0.009934732253502653,0.05828446044136577,0.006754656355479825,0.014405640907433554,0.0070578585321608885,0.0,0.008055018318689678,0.014449998894440402,0.011866265546016296,0.010232104113660899,0.013122478045391026,0.014730154677579845,0.004346469410393597,0.01660791013486967,0.0004004390619462309,0.008023492112355233,0.016640217967780764,0.008404862971030774,0.011888240385012025,0.001743559290476697,0.020376108600205882,0.010242785701039302,0.004292006513922819,0.019534818459069337,0.007859212909518982,0.0026601934565862726,0.008271827705744354,0.004483573745344108,0.01244182854742249,0.009335016447305604,0.005816038265637546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stacking,Very_Cold,17.01384330074623,5.1051589009541,0.7828797536236591,9.68975695092319,2.3997544828535773,3.930390243934539,3.7265836153095067,1.7781481468233558,3.0654003439677964,4.205663217576839,2.033202218972663,4.055468447590092,3.6472722629379195,2.4745376560621435,1.740120429693715,1.44192128772739,0.8971670283683493,1.0880197606683675,0.3582872360268258,0.3018719638499265,0.8095006050393568,0.683171316288187,0.7307546771803759,0.41977724094702884,4.172167477792054,0.3979867565535612,0.9415274594383853,0.4847958092976704,0.8263041889523725,0.2748194607519337,0.7274041109646033,0.47573796331035056,0.4767354245238852,0.3199222532947571,0.3645890057682831,0.29547400160663156,0.49452807122493725,0.4545379850257827,0.5080741909687542,0.19839310109659533,0.27336789007805523,0.3031776638498244,0.5339218890065183,0.49868650806946846,0.35738999405405003,0.447848658905057,0.980983286653585,0.43842192280472353,0.11926622292470357,0.20470236262571592,0.28327275814137315,0.38023743431488344,0.13588264671670575,0.44462144618011573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
