run_id,label,model,cv_rmse,train_rmse,test_rmse,mae,r2,baseline_rmse,best_by_cv,best_iter
20260512_030316,global,XGBoost,29.88974289640447,26.657046380790426,41.923589427569915,16.429050121349796,0.8354018513898192,108.13154618654052,False,2000
20260512_030316,global,CatBoost,29.898703360346097,28.862569328176626,42.74713278082285,16.486314302226432,0.8288716322084009,108.13154618654052,False,1998
20260512_030316,global,LightGBM,29.80857202247774,24.556173212889867,43.085377178226295,16.4639196893469,0.8261527496290322,108.13154618654052,True,1996
