run_id,label,model,cv_rmse,train_rmse,test_rmse,mae,r2,baseline_rmse,best_by_cv,best_iter
20260516_162728,zone_Hot-Humid,XGBoost,14.958732799832598,14.415882771163421,14.792090549067764,9.043163300708386,0.6379595493252624,26.001584005357934,False,2000
20260516_162728,zone_Hot-Humid,CatBoost,14.941787540533152,14.557886961807066,14.768041515499455,9.041534053690038,0.6391358056781953,26.001584005357934,False,1991
20260516_162728,zone_Hot-Humid,LightGBM,14.9248280692127,14.318023605077357,14.758998753907841,9.027419159558379,0.6395775988312502,26.001584005357934,True,1472
