run_id,label,model,cv_rmse,train_rmse,test_rmse,mae,r2,baseline_rmse,best_by_cv,best_iter
20260514_205758,zone_Cold_and_Very_Cold,XGBoost,36.68664435605561,35.571034117182165,36.85323297326006,25.950469478862022,0.7909959289066436,81.52951848732343,False,2000
20260514_205758,zone_Cold_and_Very_Cold,CatBoost,36.545818621520276,35.661072302714295,36.69897593716444,25.82154711727005,0.7927419290010168,81.52951848732343,False,1998
20260514_205758,zone_Cold_and_Very_Cold,LightGBM,36.46365758783474,34.23477479055642,36.590556507834286,25.7561189571522,0.7939647211129337,81.52951848732343,True,1991
